encounter_id,gold_word,whisper_word,confidence,error_type,is_error,tier
D2N001,congestive,contestive,0.6201509386301041,substitution,1,1.0
D2N001,heart,"heart,",0.9910753965377808,correct,0,1.0
D2N001,failure,"failure,",0.9912564754486084,correct,0,1.0
D2N001,depression,"depression,",0.9851068258285522,correct,0,1.0
D2N001,and,and,0.9948521256446838,correct,0,1.0
D2N001,hypertension,hypertension,0.33136242628097534,correct,0,1.0
D2N001,who,who,0.8809121251106262,correct,0,1.0
D2N001,presents,prisons,0.34432804584503174,substitution,1,1.0
D2N001,for,for,0.6089577078819275,correct,0,1.0
D2N001,her,her,0.997236967086792,correct,0,1.0
D2N001,annual,annual,0.9547145366668701,correct,0,1.0
D2N001,exam,exam.,0.9649064540863037,correct,0,1.0
D2N001,,Some,0.054576098918914795,insertion,1,
D2N001,so,of,0.5130568742752075,substitution,1,1.0
D2N001,martha,the,0.7607914805412292,substitution,1,1.0
D2N001,it's,etch,0.26337099075317383,substitution,1,1.0
D2N001,been,been,0.29102471470832825,correct,0,1.0
D2N001,a,a,0.9727161526679993,correct,0,1.0
D2N001,year,year,0.9850167036056519,correct,0,1.0
D2N001,since,since,0.9699613451957703,correct,0,1.0
D2N001,i've,I've,0.9080496728420258,correct,0,1.0
D2N001,seen,seen,0.9896134734153748,correct,0,1.0
D2N001,you,you.,0.9929145574569702,correct,0,1.0
D2N001,how,How,0.8663204908370972,correct,0,1.0
D2N001,are,are,0.9838393926620483,correct,0,1.0
D2N001,you,you,0.9964193105697632,correct,0,1.0
D2N001,doing,doing?,0.9907265901565552,correct,0,1.0
D2N001,,Em?,0.24371686577796936,insertion,1,
D2N001,i'm,You,0.28460144996643066,substitution,1,1.0
D2N001,doing,doing,0.31085216999053955,correct,0,1.0
D2N001,well,well.,0.9893565773963928,correct,0,1.0
D2N001,i've,I've,0.928638756275177,correct,0,1.0
D2N001,been,been,0.9975547194480896,correct,0,1.0
D2N001,traveling,traveling,0.7378171682357788,correct,0,1.0
D2N001,a,a,0.7950904965400696,correct,0,1.0
D2N001,lot,lot,0.8919311761856079,correct,0,1.0
D2N001,recently,recently,0.7696486115455627,correct,0,1.0
D2N001,since,since,0.9647637009620667,correct,0,1.0
D2N001,things,things,0.9802173376083374,correct,0,1.0
D2N001,have,have,0.9875032305717468,correct,0,1.0
D2N001,have,,,deletion,1,1.0
D2N001,gotten,gotten,0.8448476195335388,correct,0,1.0
D2N001,a,a,0.993766188621521,correct,0,1.0
D2N001,bit,bit,0.9662124514579773,correct,0,1.0
D2N001,lighter,lighter.,0.9863714575767517,correct,0,1.0
D2N001,and,And,0.96346515417099,correct,0,1.0
D2N001,i,I,0.9909900426864624,correct,0,1.0
D2N001,got,got,0.9533018469810486,correct,0,1.0
D2N001,my,my,0.9910805821418762,correct,0,1.0
D2N001,my,my,0.6265215277671814,correct,0,1.0
D2N001,,vague,0.2824851870536804,insertion,1,
D2N001,vaccine,saying,0.8882433176040649,substitution,1,1.0
D2N001,so,so,0.5294056534767151,correct,0,1.0
D2N001,i,I,0.9725072979927063,correct,0,1.0
D2N001,feel,feel,0.9882963299751282,correct,0,1.0
D2N001,safer,safer,0.993357241153717,correct,0,1.0
D2N001,about,about,0.9849675297737122,correct,0,1.0
D2N001,traveling,traveling.,0.8107300996780396,correct,0,1.0
D2N001,i've,I've,0.9864033758640289,correct,0,1.0
D2N001,been,been,0.9984968900680542,correct,0,1.0
D2N001,doing,doing,0.9955129027366638,correct,0,1.0
D2N001,a,a,0.996209979057312,correct,0,1.0
D2N001,lot,lot,0.9985468983650208,correct,0,1.0
D2N001,of,of,0.9890523552894592,correct,0,1.0
D2N001,hiking,baking.,0.37982842326164246,substitution,1,1.0
D2N001,uh,The,0.4888017773628235,substitution,1,1.0
D2N001,went,went,0.6713568568229675,correct,0,1.0
D2N001,to,to,0.9800348281860352,correct,0,1.0
D2N001,washington,Washington,0.9923424124717712,correct,0,1.0
D2N001,last,last,0.9680739045143127,correct,0,1.0
D2N001,weekend,weekend,0.8589078783988953,correct,0,1.0
D2N001,to,to,0.9691944718360901,correct,0,1.0
D2N001,hike,hike,0.962583601474762,correct,0,1.0
D2N001,in,in,0.9775130152702332,correct,0,1.0
D2N001,northern,northern,0.7914704084396362,correct,0,1.0
D2N001,"cascades,",cascades,0.8410476843516032,correct,0,1.0
D2N001,like,like,0.8880350589752197,correct,0,1.0
D2N001,around,around,0.9795103669166565,correct,0,1.0
D2N001,the,the,0.9931542873382568,correct,0,1.0
D2N001,mount,Mount,0.5721794366836548,correct,0,1.0
D2N001,baker,Baker,0.8881438970565796,correct,0,1.0
D2N001,area,area.,0.9386682510375977,correct,0,1.0
D2N001,nice,"Yes,",0.10735613107681274,substitution,1,1.0
D2N001,that's,that's,0.9961035549640656,correct,0,1.0
D2N001,great,great.,0.9966557025909424,correct,0,1.0
D2N001,i'm,I'm,0.5228348523378372,correct,0,1.0
D2N001,glad,plenty,0.6379055380821228,substitution,1,1.0
D2N001,to,here,0.9441635608673096,substitution,1,1.0
D2N001,hear,,,deletion,1,1.0
D2N001,that,that,0.980622410774231,correct,0,1.0
D2N001,you're,you're,0.6473687440156937,correct,0,1.0
D2N001,staying,staying,0.7973694205284119,correct,0,1.0
D2N001,active,active,0.11880118399858475,correct,0,1.0
D2N001,you,you,0.40605688095092773,correct,0,1.0
D2N001,know,know.,0.9873232245445251,correct,0,1.0
D2N001,i,I,0.9864277243614197,correct,0,1.0
D2N001,i,,,deletion,1,1.0
D2N001,just,just,0.9111921191215515,correct,0,1.0
D2N001,love,love,0.988654375076294,correct,0,1.0
D2N001,this,this,0.9953007698059082,correct,0,1.0
D2N001,weather,weather.,0.9920855164527893,correct,0,1.0
D2N001,i'm,I'm,0.9552440345287323,correct,0,1.0
D2N001,so,so,0.9915695786476135,correct,0,1.0
D2N001,happy,happy,0.9961649179458618,correct,0,1.0
D2N001,the,the,0.9508570432662964,correct,0,1.0
D2N001,summer,summer,0.9739208221435547,correct,0,1.0
D2N001,is,is,0.9720012545585632,correct,0,1.0
D2N001,over,over.,0.9994354844093323,correct,0,1.0
D2N001,i'm,And,0.9245726466178894,substitution,1,1.0
D2N001,definitely,definitely,0.32181859016418457,correct,0,1.0
D2N001,more,more,0.9953125715255737,correct,0,1.0
D2N001,of,of,0.9741782546043396,correct,0,1.0
D2N001,a,a,0.997802197933197,correct,0,1.0
D2N001,fall,fall,0.8500488996505737,correct,0,1.0
D2N001,person,person.,0.9385426640510559,correct,0,1.0
D2N001,yes,"Yes,",0.9680739641189575,correct,0,1.0
D2N001,fall,"fall,",0.9219410419464111,correct,0,1.0
D2N001,foliage,foliage,0.940177321434021,correct,0,1.0
D2N001,is,is,0.9246940612792969,correct,0,1.0
D2N001,the,the,0.998235821723938,correct,0,1.0
D2N001,best,best.,0.9988014698028564,correct,0,1.0
D2N001,yeah,Yet,0.9366031885147095,substitution,1,1.0
D2N001,um,"um,",0.4837062656879425,correct,0,1.0
D2N001,so,so,0.9860338568687439,correct,0,1.0
D2N001,tell,tell,0.9967619180679321,correct,0,1.0
D2N001,me,me,0.9981495141983032,correct,0,1.0
D2N001,how,how,0.7440659999847412,correct,0,1.0
D2N001,are,are,0.9804891347885132,correct,0,1.0
D2N001,you,you,0.9964337348937988,correct,0,1.0
D2N001,doing,doing,0.9961835741996765,correct,0,1.0
D2N001,with,with,0.991156816482544,correct,0,1.0
D2N001,the,the,0.9874789714813232,correct,0,1.0
D2N001,congestive,contestive,0.4230757225304842,substitution,1,1.0
D2N001,heart,"heart,",0.6582027077674866,correct,0,1.0
D2N001,failure,failure.,0.9739011526107788,correct,0,1.0
D2N001,how,How,0.9904701709747314,correct,0,1.0
D2N001,are,are,0.996764063835144,correct,0,1.0
D2N001,you,you,0.9978917241096497,correct,0,1.0
D2N001,doing,doing,0.9894266128540039,correct,0,1.0
D2N001,watching,watching,0.9703090786933899,correct,0,1.0
D2N001,your,your,0.966144323348999,correct,0,1.0
D2N001,diet,diet?,0.788972795009613,correct,0,1.0
D2N001,i,I,0.9953369498252869,correct,0,1.0
D2N001,know,know,0.9980610013008118,correct,0,1.0
D2N001,we've,we've,0.8919946253299713,correct,0,1.0
D2N001,talked,talked,0.9899889230728149,correct,0,1.0
D2N001,about,about,0.9984398484230042,correct,0,1.0
D2N001,watching,watching,0.9942829608917236,correct,0,1.0
D2N001,a,a,0.910932183265686,correct,0,1.0
D2N001,low,low,0.8885621428489685,correct,0,1.0
D2N001,sodium,sodium,0.8058151006698608,correct,0,1.0
D2N001,diet,diet.,0.998593270778656,correct,0,1.0
D2N001,are,Are,0.07630748301744461,correct,0,1.0
D2N001,you,you,0.9874901175498962,correct,0,1.0
D2N001,doing,doing,0.9949530959129333,correct,0,1.0
D2N001,okay,okay,0.8486603498458862,correct,0,1.0
D2N001,with,with,0.9978129863739014,correct,0,1.0
D2N001,that,that?,0.9981794357299805,correct,0,1.0
D2N001,i've,I've,0.8798413276672363,correct,0,1.0
D2N001,been,been,0.9974209070205688,correct,0,1.0
D2N001,doing,doing,0.9950801134109497,correct,0,1.0
D2N001,well,well,0.9979742169380188,correct,0,1.0
D2N001,with,with,0.9917987585067749,correct,0,1.0
D2N001,that,that.,0.9902939796447754,correct,0,1.0
D2N001,i,I,0.9941067695617676,correct,0,1.0
D2N001,resisted,resisted,0.9903843402862549,correct,0,1.0
D2N001,as,as,0.9802071452140808,correct,0,1.0
D2N001,much,much,0.9993093013763428,correct,0,1.0
D2N001,as,as,0.9925901889801025,correct,0,1.0
D2N001,i,I,0.997073769569397,correct,0,1.0
D2N001,could,could,0.996970534324646,correct,0,1.0
D2N001,from,from,0.965057373046875,correct,0,1.0
D2N001,the,the,0.9942665696144104,correct,0,1.0
D2N001,tater,tater,0.8107301592826843,correct,0,1.0
D2N001,tots,tots,0.8728449940681458,correct,0,1.0
D2N001,you,you,0.245746910572052,correct,0,1.0
D2N001,know,know,0.9959724545478821,correct,0,1.0
D2N001,the,the,0.9360290169715881,correct,0,1.0
D2N001,soft,soft,0.9762982130050659,correct,0,1.0
D2N001,pretzels,"presoles,",0.44499337673187256,substitution,1,1.0
D2N001,the,the,0.9936426877975464,correct,0,1.0
D2N001,salty,salty,0.9434793591499329,correct,0,1.0
D2N001,foods,foods,0.9832446575164795,correct,0,1.0
D2N001,that,that,0.8882377743721008,correct,0,1.0
D2N001,i,I,0.997438907623291,correct,0,1.0
D2N001,i,,,deletion,1,1.0
D2N001,love,love,0.786582350730896,correct,0,1.0
D2N001,to,to,0.9983575940132141,correct,0,1.0
D2N001,eat,eat.,0.9992225170135498,correct,0,1.0
D2N001,and,And,0.9395434260368347,correct,0,1.0
D2N001,i've,I've,0.8410389721393585,correct,0,1.0
D2N001,been,been,0.9982020854949951,correct,0,1.0
D2N001,doing,doing,0.9978019595146179,correct,0,1.0
D2N001,a,a,0.9972813129425049,correct,0,1.0
D2N001,really,really,0.9931166172027588,correct,0,1.0
D2N001,good,good,0.9988430738449097,correct,0,1.0
D2N001,job,job.,0.5369662046432495,correct,0,1.0
D2N001,okay,"Okay,",0.45432108640670776,correct,0,1.0
D2N001,all,all,0.5893004536628723,correct,0,1.0
D2N001,right,right.,0.9989823698997498,correct,0,1.0
D2N001,well,Well,0.9857454299926758,correct,0,1.0
D2N001,i'm,I'm,0.48370078206062317,correct,0,1.0
D2N001,glad,glad,0.9936923980712891,correct,0,1.0
D2N001,to,to,0.9977692365646362,correct,0,1.0
D2N001,hear,hear,0.9989022016525269,correct,0,1.0
D2N001,that,that.,0.9992257356643677,correct,0,1.0
D2N001,and,And,0.9807012677192688,correct,0,1.0
D2N001,you're,you're,0.9569224417209625,correct,0,1.0
D2N001,taking,taking,0.9982638955116272,correct,0,1.0
D2N001,your,your,0.9927293658256531,correct,0,1.0
D2N001,medication,medication.,0.9078958630561829,correct,0,1.0
D2N001,yes,"Yes,",0.9251899719238281,correct,0,1.0
D2N001,okay,"okay,",0.9367007613182068,correct,0,1.0
D2N001,good,good.,0.9807983040809631,correct,0,1.0
D2N001,and,And,0.989791989326477,correct,0,1.0
D2N001,any,any,0.9181020259857178,correct,0,1.0
D2N001,symptoms,symptoms,0.9993333220481873,correct,0,1.0
D2N001,like,like,0.9667864441871643,correct,0,1.0
D2N001,chest,chest,0.9725232124328613,correct,0,1.0
D2N001,pains,"pains,",0.5665832161903381,correct,0,1.0
D2N001,shortness,shortness,0.9914507269859314,correct,0,1.0
D2N001,of,of,0.997850775718689,correct,0,1.0
D2N001,breath,"breath,",0.9841356873512268,correct,0,1.0
D2N001,any,any,0.8742201924324036,correct,0,1.0
D2N001,swelling,swelling,0.994592010974884,correct,0,1.0
D2N001,in,in,0.9864960312843323,correct,0,1.0
D2N001,your,your,0.9988393187522888,correct,0,1.0
D2N001,legs,legs.,0.9949350953102112,correct,0,1.0
D2N001,no,"No,",0.30798861384391785,correct,0,1.0
D2N001,not,not,0.9773088097572327,correct,0,1.0
D2N001,that,that,0.9672118425369263,correct,0,1.0
D2N001,i've,I've,0.9481538236141205,correct,0,1.0
D2N001,noticed,noticed.,0.9931788444519043,correct,0,1.0
D2N001,okay,"Okay,",0.10378802567720413,correct,0,1.0
D2N001,all,all,0.6360533237457275,correct,0,1.0
D2N001,right,right.,0.9985975623130798,correct,0,1.0
D2N001,and,And,0.9752257466316223,correct,0,1.0
D2N001,then,then,0.9898770451545715,correct,0,1.0
D2N001,in,in,0.6490043997764587,correct,0,1.0
D2N001,terms,terms,0.9987938404083252,correct,0,1.0
D2N001,of,of,0.9979689717292786,correct,0,1.0
D2N001,your,your,0.9938923120498657,correct,0,1.0
D2N001,depression,"depression,",0.9700409770011902,correct,0,1.0
D2N001,i,I,0.998306155204773,correct,0,1.0
D2N001,know,know,0.9984214305877686,correct,0,1.0
D2N001,that,that,0.9879484176635742,correct,0,1.0
D2N001,we,we,0.9987723231315613,correct,0,1.0
D2N001,tried,tried,0.936514139175415,correct,0,1.0
D2N001,to,to,0.9990308284759521,correct,0,1.0
D2N001,stay,stay,0.9979094862937927,correct,0,1.0
D2N001,off,off,0.9960403442382812,correct,0,1.0
D2N001,of,of,0.9974398612976074,correct,0,1.0
D2N001,medication,medication,0.905113160610199,correct,0,1.0
D2N001,in,in,0.9693454504013062,correct,0,1.0
D2N001,the,the,0.9988223910331726,correct,0,1.0
D2N001,past,past,0.9997321963310242,correct,0,1.0
D2N001,because,because,0.9463185667991638,correct,0,1.0
D2N001,you're,you're,0.8700707256793976,correct,0,1.0
D2N001,on,on,0.9168330430984497,correct,0,1.0
D2N001,medications,medications,0.9521569013595581,correct,0,1.0
D2N001,for,for,0.9250207543373108,correct,0,1.0
D2N001,your,your,0.9942066669464111,correct,0,1.0
D2N001,other,other,0.9973581433296204,correct,0,1.0
D2N001,problems,problems.,0.9979692101478577,correct,0,1.0
D2N001,how,How,0.977418839931488,correct,0,1.0
D2N001,are,are,0.9976325035095215,correct,0,1.0
D2N001,you,you,0.9986534118652344,correct,0,1.0
D2N001,doing,doing?,0.9986572265625,correct,0,1.0
D2N001,and,And,0.9707115888595581,correct,0,1.0
D2N001,i,I,0.9959751963615417,correct,0,1.0
D2N001,know,know,0.9994370341300964,correct,0,1.0
D2N001,that,that,0.9939993619918823,correct,0,1.0
D2N001,you,you,0.9982471466064453,correct,0,1.0
D2N001,enrolled,enrolled,0.8059366941452026,correct,0,1.0
D2N001,into,into,0.9693798422813416,correct,0,1.0
D2N001,therapy,therapy.,0.9088537096977234,correct,0,1.0
D2N001,is,Is,0.9920231103897095,correct,0,1.0
D2N001,that,that,0.9787899851799011,correct,0,1.0
D2N001,helping,helping?,0.9970651268959045,correct,0,1.0
D2N001,or-,Or,0.9521076083183289,correct,0,1.0
D2N001,yeah,yet,0.6185706257820129,substitution,1,1.0
D2N001,it's,it's,0.8043084740638733,correct,0,1.0
D2N001,been,been,0.9988412261009216,correct,0,1.0
D2N001,helping,helping,0.997357189655304,correct,0,1.0
D2N001,a,a,0.9975003600120544,correct,0,1.0
D2N001,lot,lot?,0.9995330572128296,correct,0,1.0
D2N001,i've,I've,0.33441343158483505,correct,0,1.0
D2N001,been,been,0.9947628378868103,correct,0,1.0
D2N001,going,going,0.9812708497047424,correct,0,1.0
D2N001,every,every,0.993815541267395,correct,0,1.0
D2N001,week,week,0.9739857316017151,correct,0,1.0
D2N001,um,,,deletion,1,1.0
D2N001,for,for,0.3777807652950287,correct,0,1.0
D2N001,the,the,0.988944411277771,correct,0,1.0
D2N001,past,past,0.9992272853851318,correct,0,1.0
D2N001,year,year,0.61601722240448,correct,0,1.0
D2N001,since,since,0.9093429446220398,correct,0,1.0
D2N001,my,my,0.9741532206535339,correct,0,1.0
D2N001,last,last,0.9974135756492615,correct,0,1.0
D2N001,annual,annual,0.9608659744262695,correct,0,1.0
D2N001,exam,exam.,0.9443899393081665,correct,0,1.0
D2N001,and,And,0.9641299247741699,correct,0,1.0
D2N001,that's,that's,0.9767709076404572,correct,0,1.0
D2N001,been,been,0.9610223174095154,correct,0,1.0
D2N001,really,really,0.9907305836677551,correct,0,1.0
D2N001,helpful,helpful,0.9949160814285278,correct,0,1.0
D2N001,for,for,0.9907500147819519,correct,0,1.0
D2N001,me,me.,0.9958518743515015,correct,0,1.0
D2N001,okay,"Okay,",0.364723801612854,correct,0,1.0
D2N001,so,so,0.9921074509620667,correct,0,1.0
D2N001,no,no,0.8759928345680237,correct,0,1.0
D2N001,no,no,0.6643584370613098,correct,0,1.0
D2N001,issues,"issues,",0.8973280191421509,correct,0,1.0
D2N001,no,no,0.9985005855560303,correct,0,1.0
D2N001,feelings,feelings,0.989012598991394,correct,0,1.0
D2N001,of,of,0.9729040265083313,correct,0,1.0
D2N001,wanting,wanting,0.9972010850906372,correct,0,1.0
D2N001,to,to,0.9990039467811584,correct,0,1.0
D2N001,harm,harm,0.9738207459449768,correct,0,1.0
D2N001,yourself,yourself,0.9845251441001892,correct,0,1.0
D2N001,or,or,0.9509739875793457,correct,0,1.0
D2N001,hurt,hurt,0.9979495406150818,correct,0,1.0
D2N001,others,others.,0.998927891254425,correct,0,1.0
D2N001,no,No,0.7630794048309326,correct,0,1.0
D2N001,nothing,nothing,0.8935362100601196,correct,0,1.0
D2N001,like,like,0.9980266690254211,correct,0,1.0
D2N001,that,that.,0.9991511106491089,correct,0,1.0
D2N001,okay,"Hey,",0.7165989875793457,substitution,1,1.0
D2N001,all,all,0.40126553177833557,correct,0,1.0
D2N001,right,right.,0.9969419836997986,correct,0,1.0
D2N001,and,And,0.9497956037521362,correct,0,1.0
D2N001,then,then,0.9890296459197998,correct,0,1.0
D2N001,in,in,0.8559165000915527,correct,0,1.0
D2N001,terms,terms,0.9957784414291382,correct,0,1.0
D2N001,of,of,0.9958594441413879,correct,0,1.0
D2N001,your,your,0.9934262037277222,correct,0,1.0
D2N001,high,high,0.9914278388023376,correct,0,1.0
D2N001,blood,"blood,",0.964716911315918,correct,0,1.0
D2N001,pressure,"pressure,",0.9127301573753357,correct,0,1.0
D2N001,i,I,0.9970216155052185,correct,0,1.0
D2N001,know,know,0.9987576007843018,correct,0,1.0
D2N001,that,that,0.9911367893218994,correct,0,1.0
D2N001,you,you,0.9881211519241333,correct,0,1.0
D2N001,and,and,0.5680727958679199,correct,0,1.0
D2N001,i,I,0.9979786276817322,correct,0,1.0
D2N001,have,have,0.9948421120643616,correct,0,1.0
D2N001,kind,kind,0.9853095412254333,correct,0,1.0
D2N001,of,of,0.9951188564300537,correct,0,1.0
D2N001,battled,battled,0.9949664771556854,correct,0,1.0
D2N001,in,in,0.289227694272995,correct,0,1.0
D2N001,the,the,0.9754001498222351,correct,0,1.0
D2N001,past,past,0.9991082549095154,correct,0,1.0
D2N001,with,with,0.9461880326271057,correct,0,1.0
D2N001,you,you,0.9395949840545654,correct,0,1.0
D2N001,remembering,remembering,0.9163903594017029,correct,0,1.0
D2N001,to,to,0.9894463419914246,correct,0,1.0
D2N001,take,take,0.9972130656242371,correct,0,1.0
D2N001,some,some,0.9940306544303894,correct,0,1.0
D2N001,of,of,0.9888424873352051,correct,0,1.0
D2N001,your,your,0.9954961538314819,correct,0,1.0
D2N001,blood,"blood,",0.9968063831329346,correct,0,1.0
D2N001,pressure,pressure,0.9393996596336365,correct,0,1.0
D2N001,medications,medications.,0.22009487450122833,correct,0,1.0
D2N001,how,How,0.9065629243850708,correct,0,1.0
D2N001,are,are,0.9898579716682434,correct,0,1.0
D2N001,you,you,0.9973012804985046,correct,0,1.0
D2N001,doing,doing,0.9859399795532227,correct,0,1.0
D2N001,with,with,0.9920280575752258,correct,0,1.0
D2N001,that,that?,0.9963175058364868,correct,0,1.0
D2N001,i'm,I'm,0.8075728416442871,correct,0,1.0
D2N001,still,still,0.9972338080406189,correct,0,1.0
D2N001,forgetting,forgetting,0.9787907600402832,correct,0,1.0
D2N001,to,to,0.9964550733566284,correct,0,1.0
D2N001,take,take,0.9990009665489197,correct,0,1.0
D2N001,my,my,0.9433050155639648,correct,0,1.0
D2N001,blood,blood,0.991888701915741,correct,0,1.0
D2N001,pressure,pressure,0.9444026947021484,correct,0,1.0
D2N001,,or,0.45167312026023865,insertion,1,
D2N001,medication,medication.,0.9871804118156433,correct,0,1.0
D2N001,and,And,0.947847306728363,correct,0,1.0
D2N001,i've,I've,0.979814738035202,correct,0,1.0
D2N001,noticed,noticed,0.8119461536407471,correct,0,1.0
D2N001,when,when,0.5913621187210083,correct,0,1.0
D2N001,work,work,0.9974644184112549,correct,0,1.0
D2N001,gets,gets,0.9967741370201111,correct,0,1.0
D2N001,more,more,0.9900541305541992,correct,0,1.0
D2N001,stressful,"stressful,",0.9947295784950256,correct,0,1.0
D2N001,my,my,0.9974232912063599,correct,0,1.0
D2N001,blood,blood,0.9997182488441467,correct,0,1.0
D2N001,pressure,pressure,0.9968215227127075,correct,0,1.0
D2N001,goes,goes,0.9978420734405518,correct,0,1.0
D2N001,up,up.,0.9994638562202454,correct,0,1.0
D2N001,okay,Obey.,0.38141390308737755,substitution,1,1.0
D2N001,and,And,0.9683407545089722,correct,0,1.0
D2N001,and,then,0.920320987701416,substitution,1,1.0
D2N001,so,so,0.9129751920700073,correct,0,1.0
D2N001,how,how,0.720999538898468,correct,0,1.0
D2N001,has,has,0.9904018044471741,correct,0,1.0
D2N001,work,work,0.955742359161377,correct,0,1.0
D2N001,going,going,0.9532602429389954,correct,0,1.0
D2N001,for,for,0.9964615702629089,correct,0,1.0
D2N001,you,you?,0.998934805393219,correct,0,1.0
D2N001,it's,It's,0.975020170211792,correct,0,1.0
D2N001,been,been,0.9921466708183289,correct,0,1.0
D2N001,okay,okay.,0.7286802530288696,correct,0,1.0
D2N001,it's,It's,0.9753646552562714,correct,0,1.0
D2N001,been,been,0.9992827773094177,correct,0,1.0
D2N001,a,a,0.9981344938278198,correct,0,1.0
D2N001,lot,lot,0.9938592314720154,correct,0,1.0
D2N001,of,of,0.9978917241096497,correct,0,1.0
D2N001,long,long,0.9927288293838501,correct,0,1.0
D2N001,hours,"hours,",0.931427538394928,correct,0,1.0
D2N001,late,late,0.9868001937866211,correct,0,1.0
D2N001,nights,nights.,0.9901987314224243,correct,0,1.0
D2N001,a,A,0.061365850269794464,correct,0,1.0
D2N001,lot,lot,0.9760657548904419,correct,0,1.0
D2N001,of,of,0.9915747046470642,correct,0,1.0
D2N001,um,"them,",0.7335855960845947,substitution,1,1.0
D2N001,you,you,0.9444929957389832,correct,0,1.0
D2N001,know,know,0.9559211730957031,correct,0,1.0
D2N001,fiscal,fiscal,0.7589573264122009,correct,0,1.0
D2N001,year,year,0.9968300461769104,correct,0,1.0
D2N001,end,and,0.7911467552185059,substitution,1,1.0
D2N001,data,day,0.7485328912734985,substitution,1,1.0
D2N001,that,that,0.8173720240592957,correct,0,1.0
D2N001,i've,I've,0.8353799879550934,correct,0,1.0
D2N001,been,been,0.9958565831184387,correct,0,1.0
D2N001,having,having,0.9877209067344666,correct,0,1.0
D2N001,to,to,0.9628981351852417,correct,0,1.0
D2N001,pull,pull.,0.6656847596168518,correct,0,1.0
D2N001,so,So,0.8631606101989746,correct,0,1.0
D2N001,a,a,0.5853272676467896,correct,0,1.0
D2N001,lot,lot,0.9984259605407715,correct,0,1.0
D2N001,of,of,0.9973994493484497,correct,0,1.0
D2N001,responsibility,responsibility,0.9836349487304688,correct,0,1.0
D2N001,which,which,0.6494495272636414,correct,0,1.0
D2N001,is,is,0.9973994493484497,correct,0,1.0
D2N001,good,good.,0.9976776242256165,correct,0,1.0
D2N001,but,But,0.9897807836532593,correct,0,1.0
D2N001,with,with,0.9473192095756531,correct,0,1.0
D2N001,the,the,0.9940521121025085,correct,0,1.0
D2N001,responsibility,responsibility,0.9867668747901917,correct,0,1.0
D2N001,comes,comes,0.9600750803947449,correct,0,1.0
D2N001,the,the,0.9897280335426331,correct,0,1.0
D2N001,stress,stress.,0.9953973889350891,correct,0,1.0
D2N001,yeah,Eat,0.23324225842952728,substitution,1,1.0
D2N001,okay,"okay,",0.5713652968406677,correct,0,1.0
